id_filme,nome_filme,ano_lanc_filme,ano_fim_filme,descricao_filme
376,Bicentennial Man,1999,2002,Richard Martin compra um presente; um novo robo NDR-114. O produto e chamado Andrew pelo mais novo dos filhos da familia. Bicentennial Man segue a vida e os tempos de Andrew; um robo comprado como um eletrodomestico programado para executar tarefas domesticas. Quando Andrew comeca a sentir emocoes e pensamentos criativos; a familia Martin logo descobre que eles nao tem um robo comum.
377,Volcano,1997,2000,Um terremoto quebra uma pacifica manha de Los Angeles e abre uma fissura profunda na terra; fazendo com que lava comece a borbulhar. Quando um vulcao comeca a se formar no La Brea Tar Pits; o diretor do servico de gerenciamento de emergencia da cidade; Mike Roark; trabalhando com a geologa Amy Barnes; deve usar todos os recursos da cidade para tentar impedir que o vulcao consuma Los Angeles.
378,The Devil's Own,1997,2000,Frankie McGuire; um dos assassinos mais mortais do IRA; atrai uma familia americana para o fogo cruzado do terrorismo. Mas quando ele e enviado para os EUA para comprar armas; Frankie e alojado com a familia de Tom O'Meara; um policial de Nova York que nao sabe nada sobre a verdadeira identidade de Frankie. Sua amizade surpreendente e as crescentes suspeitas de Tom forcam Frankie a escolher entre a promessa de paz ou uma vida inteira de assassinato.
379,K-19: The Widowmaker,2002,2005,Quando o primeiro submarino nuclear da Russia falhar em sua viagem inaugural; a tripulacao deve correr para salvar o navio e evitar um desastre nuclear.
380,Conan the Barbarian,1982,1985,Uma adaptacao cinematografica do classico heroi de espadas e feiticaria; Conan; o Barbaro. Uma horda de guerreiros furiosos massacra os pais do jovem Conan e escraviza a crianca durante anos em The Wheel of Pain. Como o unico sobrevivente do massacre da infancia; Conan e libertado da escravidao e ensinou as antigas artes da luta. Transformando-se em uma maquina de matar; Conan viaja para o deserto em busca de vinganca contra Thulsa Doom; o homem responsavel por matar sua familia. No deserto; Conan se ocupa dos ladroes Valeria e Subotai. O grupo se depara com o rei Osric; que quer que o trio de guerreiros ajude a resgatar sua filha que se juntou a Doom nas colinas.
381,Cinderella Man,2005,2008,A verdadeira historia do boxeador; Jim Braddock; que; nos anos 1920; apos sua aposentadoria; tem um retorno surpresa para tirar ele e sua familia de um estado socialmente pobre.
382,The Nutcracker: The Untold Story,2010,2013,Situado em Viena de 1920; este conto de uma menina; cujo padrinho lhe da uma boneca especial em uma vespera de Natal.
383,Seabiscuit,2003,2006,Verdadeira historia do pequeno cavalo de corrida da era da Depressao cujas vitorias levantaram nao apenas os espiritos da equipe por tras dela; mas tambem os de sua nacao.
384,Twister,1996,1999,O meteorologista de TV Bill Harding esta tentando fazer com que sua esposa cacadora de tornados; Jo; assine os papeis do divorcio para que ele possa se casar com sua namorada; Melissa. Mas a Mae Natureza; na forma de uma serie de tempestades intensas varrendo Oklahoma; tem outros planos. Logo; os tres se juntaram a equipe de cacadores de tempestades enquanto tentavam inserir um dispositivo de medicao revolucionario no coracao de varios tornados extremamente violentos.
385,Cast Away,2000,2003,Chuck; um dos principais gerentes internacionais da FedEx; e Kelly; Ph.D. estudante; estao apaixonados e indo em direcao ao casamento. Entao o aviao de Chuck para a Malasia se esgota no mar durante uma terrivel tempestade. Ele e o unico sobrevivente; e ele se lava em uma pequena ilha com nada alem de alguns destrocos e jetsam da carga da aeronave.
386,Happy Feet,2006,2009,No mundo dos Pinguins Imperadores; que encontram suas almas gemeas atraves da musica; nasce um pinguim que nao sabe cantar. Mas ele pode sapatear algo feroz!
387,The Bourne Supremacy,2004,2007,Quando uma operacao da CIA para comprar documentos russos classificados e explodida por um agente rival; que entao aparece na sonolenta vila a beira-mar onde Bourne e Marie moram. Os dois correm por suas vidas e Bourne; que prometeu retaliacao caso alguem de sua antiga tentativa de contato com a vida; seja forcado a mais uma vez assumir sua vida como um assassino treinado para sobreviver.
388,Air Force One,1997,2000,Os terroristas russos conspiram para sequestrar a aeronave com o presidente e sua familia a bordo. O comandante-em-chefe encontra-se diante de uma situacao dificil: ceder aos terroristas e sacrificar sua familia; ou arriscar tudo para defender seus principios - e a integridade da nacao.
389,Ocean's Eleven,2001,2004,Menos de 24 horas depois de sua liberdade condicional; o carismatico ladrao Danny Ocean ja esta lancando seu proximo plano: em uma noite; a equipe de especialistas escolhidos a dedo por Danny tentara roubar mais de US $ 150 milhoes de tres cassinos de Las Vegas. Mas; para ganhar o dinheiro; Danny arrisca suas chances de se reconciliar com a ex-mulher; Tess.
390,The Three Musketeers,2011,2014,O jovem de cabeca quente D'Artagnan; junto com tres ex-lendarios; mas agora com sorte; os mosqueteiros devem se unir e derrotar um belo agente duplo e seu patrao vilao de tomar o trono frances e engolfar a Europa na guerra.
391,Hotel Transylvania,2012,2015,Dracula; que opera um resort de luxo longe do mundo humano; entra em modo superprotetor quando um menino descobre o resort e se apaixona pela filha adolescente do conde.
392,Enchanted,2007,2010,A bela princesa Giselle e banida por uma rainha malefica de sua terra magica e musical animada e se encontra na realidade das ruas da moderna Manhattan. Chocada por este novo ambiente estranho que nao funciona em uma base feliz para sempre; Giselle esta agora a deriva em um mundo caotico que precisa de encantamento. Mas quando Giselle comeca a se apaixonar por uma advogada de divorcio encantadoramente defeituosa que veio em sua ajuda - mesmo que ela ja tenha prometido a um perfeito principe de fadas em casa - ela tem que se perguntar: sera que uma visao de romance pode sobreviver? mundo real?
393,Safe House,2012,2015,Um perigoso renegado da CIA ressurge depois de uma decada em fuga. Quando a casa segura em que ele esta preso e atacada por mercenarios; um agente novato foge com ele. Agora; os improvaveis ??aliados devem permanecer vivos por tempo suficiente para descobrir quem os quer mortos.
394,102 Dalmatians,2000,2003,Prepare-se para um bom tempo uivando como um novo sortimento de herois animais irresistiveis sao desencadeados nesta cauda grande familia! Em uma improvavel alianca; o ultrajante Waddlesworth ... um papagaio que pensa ser um rottweiler ... junta-se a Oddball ... um filhote de cachorro de Dalmation sem marcas; ansioso para ganhar seus lugares! Juntos; eles embarcam em uma busca repleta de risos para enganar a sempre mal-intencionada Cruella De Vil
395,Tower Heist,2011,2014,Um gerente de condominio de luxo leva uma equipe de funcionarios a buscar o retorno do trapaceiro de Wall Street que os defraudou. Com apenas alguns dias ate o bilionario escapar com o crime perfeito; a improvavel equipe de ladroes amadores pede a ajuda do pequeno criminoso Slide para roubar os US $ 20 milhoes que eles tem certeza que estao escondidos na cobertura.
396,The Holiday,2006,2009,Duas mulheres; uma (Cameron Diaz) dos Estados Unidos e uma (Kate Winslet) da Gra-Bretanha; trocam de casa na epoca do Natal depois de maus rompimentos com seus namorados. Cada mulher encontra romance com um homem local (Jude Law; Jack Black); mas percebe que o iminente retorno para casa pode acabar com o relacionamento.
397,Enemy of the State,1998,2001,Advogado de Hotshot Washington; Robert Dean se torna uma vitima de roubo de identidade de alta tecnologia quando um hacker coloca um video incriminador em seu bolso. Logo; um agente de Seguranca Nacional desonesto decide recuperar a fita - e destruir Dean.
398,It's Complicated,2009,2012,Dez anos apos o divorcio; Jane e Jake Adler se unem para a formatura de seu filho e inesperadamente acabam dormindo juntos. Mas Jake e casado e Jane esta embarcando em um novo romance com seu arquiteto. Agora; ela tem que resolver a sua vida apenas quando ela pensou que tinha tudo planejado.
399,Ocean's Thirteen,2007,2010,A equipe de criminosos de Danny Ocean esta de volta e compondo um plano mais pessoal do que nunca. Quando o cruel dono do cassino; Willy Bank; cruza Reuben Tishkoff; causando um ataque cardiaco; Danny Ocean promete que ele e sua equipe farao de tudo para derrubar Willy Bank e tudo o que ele tem. Mesmo que isso signifique pedir ajuda de um inimigo.
400,Open Season,2006,2009,Boog; um domesticado 900lb. O urso pardo encontra-se encalhado na floresta 3 dias antes da estacao aberta. Forcados a confiar em Elliot; um veado-mula que fala rapido; os dois formam uma amizade improvavel e devem rapidamente reunir outros animais da floresta se quiserem formar um exercito de trapos contra os cacadores.
401,Divergent,2014,2017,Em um mundo dividido em faccoes baseadas em tipos de personalidade; Tris descobre que ela foi classificada como Divergente e nao se encaixa. Quando ela descobre um plano para destruir Divergents; Tris e o misterioso Quatro devem descobrir o que torna Divergents perigoso antes que seja tarde.
402,Enemy at the Gates,2001,2004,Enemy at the Gates e um filme de guerra de Jean-Jacques Annaud de 2001 que se passa durante a batalha de Stalingard na Segunda Guerra Mundial entre os russos e os alemaes.
403,The Rundown,2003,2006,Quando Travis; o filho da boca de um criminoso; desaparece na Amazonia em busca de um artefato precioso; seu pai envia Beck; que se torna rival de Travis pelas afeicoes de Mariana; uma misteriosa mulher brasileira. Com sua disposicao de aco; Beck e um homem de poucas palavras - mas leva toda a disciplina que ele consegue para trabalhar com Travis para prender um tirano que esta atras do mesmo tesouro.
404,Last Action Hero,1993,1996,Danny e obcecado por Jack Slater; um personagem ficticio do filme. Quando um bilhete magico o transporta para a ultima aventura de Jack; Danny se ve em um mundo onde a magia e a realidade do cinema colidem. Agora cabe a Danny salvar a vida de seu heroi e novo amigo.
405,Memoirs of a Geisha,2005,2008,Um epico epico romantico ambientado no Japao nos anos que antecederam a Segunda Guerra Mundial; uma crianca japonesa pobre e arrancada de sua familia para trabalhar como empregada domestica em uma casa de gueixas.
406,The Fast and the Furious: Tokyo Drift,2006,2009,A fim de evitar uma sentenca de prisao; Sean Boswell dirige-se a Toquio para viver com seu pai militar. Em uma secao de aluguel baixo da cidade; Shaun e pego no mundo subterraneo de corridas de drift
407,Arthur Christmas,2011,2014,Cada Natal; Papai Noel e seu vasto exercito de elfos altamente treinados produzem presentes e os distribuem pelo mundo em uma unica noite. No entanto; quando uma das 600 milhoes de criancas para receber um presente do Papai Noel na vespera de Natal e perdida; e considerado aceitavel para todos; mas um - Arthur. Arthur Claus e o filho desajustado de Santa que executa uma missao de recruta nao autorizada para obter o ultimo presente metade do caminho ao redor do mundo antes do amanhecer na manha de Natal.
408,Meet Joe Black,1998,2001,Quando o grim reaper chega para recolher a alma do megamogul Bill Parrish; ele chega com uma proposta: Hospede-o para ferias entre os que vivem no comercio por mais alguns dias de existencia. Parrish concorda e; usando o pseudonimo de Joe Black; Death comeca a participar da agenda diaria de Parrish e se apaixona pela filha do homem. No entanto; quando o feriado de Black acaba; a vida de Parrish tambem.
409,Collateral Damage,2002,2005,O bombeiro Gordon Brewer esta mergulhado no mundo complexo e perigoso do terrorismo internacional depois que ele perde sua esposa e filho em um atentado creditado a Claudio The Wolf Perrini.
410,All That Jazz,1979,1982,O filme semi-autobiografico de Bob Fosse celebra o show business despojado de brilho ou ilusoes vertiginosas. Joe Gideon (Roy Scheider) esta no topo da pilha; um dos diretores e coreografos de maior sucesso no teatro musical. Mas ele pode sentir seu mundo desmoronando lentamente ao redor dele - sua obsessao pelo trabalho quase destruiu sua vida pessoal; e apenas seus frascos de comprimidos o mantem em atividade.
411,Mirror Mirror,2012,2015,Depois que ela gasta todo o seu dinheiro; uma rainha da feiticeira malvada planeja se casar com um principe bonito e rico. Ha apenas um problema - ele esta apaixonado por uma linda princesa; Branca de Neve. Agora; junto com sete anoes rebeldes; Branca de Neve lanca uma batalha epica de bem contra o mal ...
412,Scott Pilgrim vs. the World,2010,2013,Scott Pilgrim e uma adaptacao cinematografica da aclamada serie premiada de graphic novels de mesmo nome pelo cartunista canadense Bryan Lee O'Malley. Scott Pilgrim e uma dancarina canadense de 23 anos que se apaixona por uma garota de entrega americana; Ramona V. Flowers; e precisa derrotar seus sete ex-diabos para poder namorar com ela.
413,The Core,2003,2006,O geofisico Dr. Josh Keyes descobre que uma forca desconhecida fez com que o nucleo interno da Terra parasse de girar. Com o campo magnetico do planeta se deteriorando rapidamente; nossa atmosfera literalmente comeca a se desfazer nas costuras com consequencias catastroficas. Para resolver a crise; Keyes; juntamente com uma equipe dos cientistas mais talentosos do mundo; viaja para o centro da Terra. Sua missao: detonar um dispositivo que reative o nucleo.
414,Nutty Professor II: The Klumps,2000,2003,A hilaridade comeca quando o professor Sherman Klump encontra romance com sua colega especialista em DNA; Denise Gaines; e descobre uma formula brilhante que reverte o envelhecimento. Mas o alter ego fino e desagradavel de Sherman; Buddy Love; quer sair ... e um grande pedaco da acao. E quando Buddy se solta; as coisas ficam seriamente malucas.
415,Scooby-Doo,2002,2005,A turma da Mystery Inc. seguiu caminhos separados e ficou separada por dois anos; ate que cada um recebesse um convite para a Spooky Island. Nao sabendo que os outros tambem foram convidados; eles aparecem e descobrem um parque de diversoes que afeta jovens visitantes de maneiras muito estranhas.
416,Dredd,2012,2015,No futuro; a America e um terreno baldio distopico. O mais recente flagelo e Ma-Ma; uma prostituta que se tornou traficante de drogas com uma nova droga perigosa e pretende dominar a cidade. A unica possibilidade de impedi-la e um grupo de elite da policia urbana chamado Juizes; que combinam as funcoes de juiz; juri e carrasco para entregar uma marca brutal de justica rapida. Mas mesmo o juiz de primeiro escalao; Dredd; descobre que derrubar Ma-Ma nao e tao facil quanto parece nesta explosiva adaptacao da imensamente popular serie de quadrinhos.
417,Click,2006,2009,Um arquiteto workaholic encontra um controle remoto universal que permite avancar e retroceder em diferentes partes de sua vida. As complicacoes surgem quando o controle remoto comeca a anular suas escolhas.
418,Creepshow,1982,1985,Inspirado pelos quadrinhos da E.C. dos anos 50; George A.Romero e Stephen King trazem cinco contos de terror para a tela.
419,Cats & Dogs 2 : The Revenge of Kitty Galore,2010,2013,A guerra em curso entre as especies canina e felina e colocada em espera quando eles se unem para impedir um espiao de gato desonesto com seus proprios planos sinistros de conquista.
420,Jumper,2008,2011,David Rice e um homem que nao conhece fronteiras; um Jumper; nascido com a incrivel habilidade de se teletransportar instantaneamente para qualquer lugar da Terra. Quando ele descobre outros como ele; David e empurrado para uma guerra perigosa e sanguinaria enquanto e cacado por um grupo sinistro e determinado de fanaticos que juraram destruir todos os Jumpers. Agora; o extraordinario presente de David pode ser sua unica esperanca de sobrevivencia!
421,Hellboy II: The Golden Army,2008,2011,Nesta continuacao para a aventura do demonio super-heroi; um elfo maligno quebra um antigo pacto entre humanos e criaturas; enquanto ele declara guerra contra a humanidade. Ele esta em uma missao para liberar o Exercito Dourado; um grupo mortal de maquinas de combate que pode destruir a raca humana. Como o Inferno na Terra esta pronto para entrar em erupcao; Hellboy e sua tripulacao partem para derrotar o malvado principe.
422,Zodiac,2007,2010,A verdadeira historia da investigacao de 'O Assassino do Zodiaco'; um serial killer que aterrorizou a area da Baia de Sao Francisco; insultando a policia com suas cifras e cartas. O caso se torna uma obsessao por quatro homens; pois suas vidas e carreiras sao construidas e destruidas pelo interminavel rastro de pistas.
423,The 6th Day,2000,2003,Acao futurista sobre um homem que encontra um clone de si mesmo e se depara com uma grande conspiracao sobre os clones dominando o mundo.
424,Bruce Almighty,2003,2006,Bruce Nolan trabalha como reporter de televisao de interesse humano em Buffalo; N.Y. Apesar de sua alta audiencia e do amor de sua linda namorada; Grace; Bruce permanece insatisfeito. No final do pior dia de sua vida; ele ridiculariza furiosamente a Deus - e o Todo-Poderoso responde; concedendo a Bruce todos os seus poderes divinos.
425,The Expendables,2010,2013,Barney Ross lidera um grupo de mercenarios altamente qualificados; incluindo o entusiasta de faca Lee Christmas; um especialista em artes marciais; especialista em armas pesadas; demolidor e um atirador de canhao solto. Quando o grupo e comissionado pelo misterioso Sr. Church para assassinar o ditador de uma pequena ilha sul-americana; Barney e Lee visitam o local remoto para descobrir sua oposicao e descobrir a verdadeira natureza do conflito que envolve a cidade.
426,Mission: Impossible,1996,1999,Quando Ethan Hunt; o lider de uma equipe de espionagem de crack cuja operacao perigosa deu errado sem nenhuma explicacao; descobre que uma toupeira penetrou na CIA; ele fica surpreso ao saber que ele e o suspeito numero 1. Para limpar seu nome; Hunt agora deve descobrir o verdadeiro agente duplo e; no processo; ate mesmo a pontuacao.
427,The Hunger Games,2012,2015,Todos os anos; nas ruinas do que ja foi a America do Norte; a nacao de Panem forca cada um dos seus doze distritos a enviar um adolescente e uma garota para competir nos Jogos Vorazes. Parte torcida do entretenimento; parte tatica de intimidacao do governo; os Jogos Vorazes sao um evento televisionado nacionalmente no qual os atributos devem lutar entre si ate que um sobrevivente permaneca. Empurrada contra Tributos altamente treinados que prepararam toda a vida para esses Jogos; Katniss e forcada a confiar em seus instintos afiados; bem como na orientacao do ex-vencedor do bebado Haymitch Abernathy. Se ela voltar para casa no Distrito 12; Katniss deve fazer escolhas impossiveis na arena que pesa a sobrevivencia contra a humanidade e a vida contra o amor. O mundo estara assistindo.
428,The Hangover Part II,2011,2014,A equipe da Hangover vai para a Tailandia para o casamento de Stu. Apos o desastre de uma despedida de solteiro em Las Vegas no ano passado; Stu esta se arriscando com um brunch antes do casamento. No entanto; nada acontece como planejado e Bangkok e o cenario perfeito para outra aventura com o grupo barulhento.
429,Batman Returns,1992,1995,Tendo derrotado o Coringa; Batman agora enfrenta o Pinguim - um individuo deformado e deformado que tem a intencao de ser aceito na sociedade de Gotham. O empresario Crooked Max Schreck e coagido a ajuda-lo a se tornar prefeito de Gotham e ambos tentam expor Batman em uma luz diferente. Selina Kyle; a secretaria de Max; e jogada do topo de um predio e e transformada em Catwoman - uma figura misteriosa que tem o mesmo transtorno de personalidade de Batman. Batman deve tentar limpar seu nome; o tempo todo decidindo o que deve ser feito com a Mulher-Gato.
430,Over the Hedge,2006,2009,Um guaxinim intrigante engana uma familia incompativel de criaturas da floresta para ajuda-lo a pagar uma divida de comida; invadindo a nova expansao suburbana que surgiu enquanto eles estavam hibernando - e aprende uma licao sobre a propria familia.
431,Lilo & Stitch,2002,2005,Uma garota havaiana solitaria chamada Lilo esta sendo criada por sua irma mais velha; Nani; depois que seus pais morrem - sob o comando da assistente social Cobra Bubbles. Quando Lilo adota um cachorro engracado e o chama de Stitch; ela nao percebe que seu novo melhor amigo e um alien maluco criado pelo cientista maluco Dr. Jumba.
432,Charlotte's Web,2006,2009,Wilbur; o porco; esta com medo do final da temporada; porque sabe que; quando chegar a hora; vai acabar na mesa de jantar. Ele cria um plano com Charlotte; uma aranha que mora em sua caneta; para garantir que isso nunca aconteca.
433,Deep Impact,1998,2001,Uma rocha espacial de sete milhas de largura esta correndo em direcao a Terra; ameacando destruir o planeta. Agora; cabe ao presidente dos Estados Unidos salvar o mundo. Ele nomeou um astronauta veterano durao para conduzir uma tripulacao conjunta russo-americana ao espaco para destruir o cometa antes do impacto. Enquanto isso; um reporter empreendedor usa sua inteligencia para descobrir o furo do seculo.
434,RED 2,2013,2016,Aposentado C.I.A. O agente Frank Moses reune sua equipe improvavel de agentes de elite para uma busca global por rastrear um dispositivo nuclear portatil perdido.
435,The Longest Yard,2005,2008,Pro quarterback; Paul Crewe e ex-campeao universitario e treinador; Nate Scarboro estao fazendo o tempo na mesma prisao. Solicitado a montar uma equipe de presos para enfrentar os guardas; Crewe pede a ajuda de Scarboro para treinar os presos para a vitoria em um jogo de futebol consertado para ser uma outra maneira.
436,Alvin and the Chipmunks: Chipwrecked,2011,2014,Brincando a bordo de um navio de cruzeiro; os Chipmunks e Chipettes acidentalmente vao ao mar e acabam abandonados em um paraiso tropical. Eles descobrem que seu novo territorio nao e tao deserto quanto parece.
437,Grown Ups 2,2013,2016,O elenco de comedia de todas as estrelas de Grown Ups retorna (com novas adicoes emocionantes) para mais risadas de verao. Lenny (Adam Sandler) mudou sua familia para a pequena cidade onde ele e seus amigos cresceram. Desta vez; os adultos sao aqueles que aprendem licoes de seus filhos em um dia notoriamente cheio de surpresas: o ultimo dia de aula.
438,Get Smart,2008,2011,Quando as identidades dos agentes secretos do Controle sao comprometidas; o chefe promove o infeliz; mas avido analista Maxwell Smart; e o equipa com o elegante e competente Agente 99; o unico espiao cuja capa permanece intacta. Eles podem trabalhar juntos para frustrar os planos malignos da KAOS e seu astuto operador?
439,Something's Gotta Give,2003,2006,Harry Sanborn e um executivo da industria da musica com um gosto por mulheres mais jovens; como Marin; sua namorada mais recente. As coisas ficam um pouco estranhas quando Harry sofre um ataque cardiaco na casa da mae de Marin; Erica. Deixada aos cuidados de Erica e seu medico; um triangulo amoroso comeca a tomar forma.
440,Shutter Island,2010,2013,Soldado da Segunda Guerra Mundial que virou U.S. O marechal Teddy Daniels investiga o desaparecimento de um paciente de um hospital para criminosos insanos; mas seus esforcos sao comprometidos por suas visoes perturbadoras e tambem por um medico misterioso.
441,Four Christmases,2008,2011,Brad e Kate fizeram de uma forma de arte evitar suas familias durante as ferias; mas este ano o seu plano infalivel e ir a falencia - grande momento. Preso no aeroporto da cidade depois que todos os voos que partem sao cancelados; o casal fica envergonhado de ver seu ardil exposto ao mundo por um reporter de televisao excessivamente zeloso. Agora; Brad e Kate ficam com pouca escolha alem de engolir seu orgulho e sofrer as rondas.
442,Robots,2005,2008,Rodney Copperbottom e um jovem robo inventor que sonha em tornar o mundo um lugar melhor; ate que o malvado Ratchet assuma as Industrias Big Weld. Agora; os sonhos de Rodney - e os de seus amigos - estao em perigo de se tornarem obsoletos.
443,Face/Off,1997,2000,Um agente antiterrorismo vai a faca para adquirir a aparencia de um terrorista e reunir detalhes sobre uma trama de bombardeio. Quando o terrorista escapa da custodia; ele passa por uma cirurgia para se parecer com o agente; para que ele possa se aproximar da familia do agente.
444,Bedtime Stories,2008,2011,Skeeter Bronson e um cara sem sorte que sempre conta historias para a hora de dormir para sua sobrinha e sobrinho. Mas sua vida e virada de cabeca para baixo quando as historias fantasticas que ele inventa para entretenimento inexplicavelmente se transformam em realidade. Pode um Skeeter desnorteado gerenciar suas proprias fantasias indisciplinadas agora que os personagens e situacoes ultrajantes de sua mente se transformaram em pessoas e eventos reais?
445,Road to Perdition,2002,2005,Mike Sullivan trabalha como matador do chefe do crime John Rooney. Sullivan ve Rooney como uma figura paterna; mas depois que seu filho e testemunha de um assassinato; Mike Sullivan se ve foragido na tentativa de salvar a vida de seu filho e ao mesmo tempo em busca de vinganca contra aqueles que o prejudicaram.
446,Just Go with It,2011,2014,Um cirurgiao plastico; que esta namorando uma professora muito mais nova; pede a seu assistente leal que finja ser sua ex-mulher; a fim de encobrir uma mentira descuidada. Quando mais mentiras saem pela culatra; os filhos da assistente se envolvem; e todos partem para um fim de semana no Havai que mudara durante toda a vida.
447,Con Air,1997,2000,Quando o governo coloca todos os ovos podres em uma cesta no ar; esta pedindo por problemas. Antes que voce possa dizer: Passe o saco de barba; os bandidos controlam o aviao; liderados pelo esquisito Cyrus The Virus Grissom. Assistindo cada movimento seu e o recem-lancado Cameron Poe; que prefere se reunir com sua familia.
448,Eagle Eye,2008,2011,Jerry Shaw e Rachel Holloman sao dois estranhos cujas vidas sao subitamente jogadas em tumulto por uma mulher misteriosa que nunca conheceram. Ameacando suas vidas e familiares; o interlocutor invisivel usa a tecnologia cotidiana para controlar suas acoes e empurra-las para um perigo crescente. Conforme os eventos aumentam; Jerry e Rachel se tornam os fugitivos mais procurados do pais e precisam descobrir o que esta acontecendo com eles.
449,Cold Mountain,2003,2006,Nesta historia classica de amor e devocao; tendo como pano de fundo a Guerra Civil Americana; um soldado confederado ferido chamado W.P. Inman abandona sua unidade e viaja pelo sul; com o objetivo de retornar a sua jovem esposa; Ada; que ele deixou para cuidar de sua fazenda. Como Inman faz sua jornada perigosa para casa; Ada se esforca para manter sua casa intacta com a ajuda de Ruby; um misterioso errante enviado para ajuda-la por um vizinho gentil.
450,The Book of Eli,2010,2013,Um conto pos-apocaliptico; em que um homem solitario luta por toda a America; a fim de proteger um livro sagrado que guarda os segredos para salvar a humanidade.
451,Flubber,1997,2000,Professor Phillip Brainard; um professor distraido; trabalha com seu assistente Weebo; tentando criar uma substancia que e uma nova fonte de energia e que vai salvar Medfield College; onde sua namorada Sara e o presidente. Ele perdeu seu casamento duas vezes; e na tarde de seu terceiro casamento; o professor Brainard cria uma baba; que permite que objetos voem pelo ar.
452,The Haunting,1999,2002,O Dr. David Marrow convida Nell Vance e Theo e Luke Sanderson para a sinistra e isolada Hill House para serem sujeitos de um estudo sobre disturbios do sono. Os infelizes convidados descobrem que Marrow esta muito mais interessada na mansao sinistra em si - e logo veem a verdadeira natureza de seu horror.
453,Space Jam,1996,1999,Em uma tentativa desesperada de ganhar uma partida de basquete e ganhar sua liberdade; os Looney Tunes buscam a ajuda do campeao aposentado de basquete Michael Jordan.
454,The Pink Panther,2006,2009,Quando o treinador do time de futebol da Franca e morto por um dardo envenenado no estadio no final de um jogo; e seu anel caro e enorme com o diamante Pantera Cor-de-Rosa desaparece; o ambicioso Inspetor-Chefe Dreyfus designa o pior inspetor policial Jacques Clouseau para O caso.
455,The Day the Earth Stood Still,2008,2011,Representante de uma raca alienigena que passou por uma evolucao drastica para sobreviver a sua propria mudanca climatica; Klaatu vem a Terra para avaliar se a humanidade pode evitar os danos ambientais que infligiu em seu proprio planeta. Quando impedido de falar com as Nacoes Unidas; ele decide que a humanidade sera exterminada para que o planeta possa sobreviver.
456,Conspiracy Theory,1997,2000,Um homem obcecado por teorias da conspiracao se torna um alvo depois que uma de suas teorias se torna verdadeira. Infelizmente; para se salvar; ele tem que descobrir qual e a teoria.
457,Fury,2014,2017,Ultimos meses da Segunda Guerra Mundial em abril de 1945. Enquanto os Aliados fazem seu ultimo empurrao no Teatro Europeu; um sargento do Exercito dos EUA na 2 Divisao Blindada chamado Wardaddy comanda um tanque Sherman chamado Fury e sua tripulacao de cinco homens. em uma missao mortal atras das linhas inimigas. Mais numerosos e desarmados; Wardaddy e seus homens enfrentam grandes dificuldades em suas heroicas tentativas de atacar o coracao da Alemanha nazista.
458,Six Days Seven Nights,1998,2001,Quando Quinn; um piloto ranzinza que vive a boa vida no Pacifico Sul; concorda em transferir um editor de moda experiente; Robin; para o Taiti; ele acaba preso em uma ilha deserta com ela depois de seus acidentes de aviao. O par evita um ao outro no inicio; ate que eles sao forcados a se juntar para escapar da ilha - e alguns piratas que querem suas cabecas.
459,Yogi Bear,2010,2013,O Jellystone Park esta perdendo negocios; entao o ganancioso prefeito Brown decide fechar e vender a terra. Isso significa que as familias nao poderao mais experimentar a beleza natural do ar livre - e; pior ainda; o Yogi e o Boo Boo serao expulsos da unica casa que ja conheceram. Diante de seu maior desafio; Yogi deve provar que ele e realmente mais esperto que o urso comum; ja que ele e Boo Boo juntam forcas com seu antigo rival Ranger Smith para encontrar uma maneira de salvar Jellystone Park de fechar para sempre.
460,Spirit: Stallion of the Cimarron,2002,2005,Enquanto um garanhao selvagem viaja atraves das fronteiras do Velho Oeste; ele faz amizade com um jovem humano e encontra o verdadeiro amor com uma egua.
461,Zookeeper,2011,2014,Uma comedia sobre um zelador que pode ser otimo com animais; mas ele nao sabe nada sobre os passaros e as abelhas. O homem nao consegue encontrar o amor; entao ele decide deixar seu emprego no zoologico; mas seus amigos animais tentam dete-lo e ensina-lo que a Mae Natureza sabe melhor quando se trata de amor.
462,Lost in Space,1998,2001,As perspectivas de continuar a vida na Terra no ano de 2058 sao sombrias. Entao os Robinsons sao lancados ao espaco para colonizar Alpha Prime; o unico outro planeta habitavel na galaxia. Mas quando um passageiro clandestino sabota a missao; os Robinsons se veem atacando pelo espaco desconhecido.
463,The Manchurian Candidate,2004,2007,Quando sua unidade do exercito foi emboscada durante a primeira Guerra do Golfo; o sargento Raymond Shaw salvou seus colegas soldados assim que seu comandante; o entao Capitao Ben Marco; ficou inconsciente. Correndo o incidente por capital politico; Shaw acaba se tornando um candidato a vice-presidente; enquanto Marco e assombrado por sonhos sobre o que aconteceu - ou nao aconteceu - no Kuwait. Como Marco (agora um major) investiga; a historia comeca a se desfazer; a ponto de ele questionar se isso aconteceu. E possivel que toda a unidade tenha sido sequestrada e sofrida uma lavagem cerebral para acreditar que Shaw e um heroi de guerra; como parte de um plano para tomar a Casa Branca? Algumas pessoas muito poderosas na corporacao da Manchurian Global parecem desesperadas para impedi-lo de descobrir.
464,DAjA  Vu,1998,2001,O lojista Dana e o ingles Sean se conhecem e se apaixonam a primeira vista; mas Sean e casado e Dana vai se casar com seu parceiro de negocios; Alex.
